row	label	geometry	liveness	semantics	target	reproducibility	frozen_gate	encodable	dispatched	distinct_actual_enc	records	legal_ok	silent	hard	fault_values	hang_values	collapsed	untested	valid_payloads	sem_checks	carriers	hazard
funary_imm.src	corpus-correlation	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
funary_imm.srcB	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
get_sr.dst_hi	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	independently-confirmed	passed-own-gate	8	32	32	278	8	79	0	0	0	0	n/a	16	278	5	yes
get_sr.form	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	2	128	128	396	2	0	6	0	0	0	n/a	50	364	17	no
h_alu_hi.ctrl	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
h_alu_hi.mods	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
h_alu_hi_ext.dst	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	16	0	0	0	0	0	0	0	0	0	16	0	0	0	no
h_alu_hi_ext.ext	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
h_alu_hi_ext.opflags	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	32	0	0	0	0	0	0	0	0	0	32	0	0	0	no
h_alu_hi_ext.opsel	corpus-correlation	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	8	0	0	0	0	0	0	0	0	0	8	0	0	0	no
h_alu_hi_ext.srcA	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
h_alu_hi_ext.srcB	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
h_alu_hi_ext.srcC	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
h_alu_hi_ext.tail	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	65536	0	0	0	0	0	0	0	0	0	65536	0	0	0	no
h_coord_hi_ext.ext	untested	ledger-verified	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	256	255	255	510	3	0	278	150	0	0	1	6	0	1	yes
h_coord_hi_ext.srcB	untested	ledger-verified	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	256	255	255	510	0	2	16	16	0	0	1	130	0	1	yes
h_coord_hi_ext.tail	untested	ledger-verified	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	65536	255	255	1186	2	806	0	0	0	0	65281	7	0	1	yes
half_alu_fma12.dst	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	16	256	256	3200	255	40	0	0	0	0	n/a	29	1664	6	yes
half_alu_fma12.ext	untested	ledger-verified	live in the tested envelope	unknown	G17P-direct	independently-confirmed	never-promoted	n/a (width=64 bits)	256	2041	41472	256	224	7	7	0	0	n/a	61	29184	5	yes
half_compact4.dst	corpus-correlation	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
half_compact4.operand	corpus-correlation	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
half_compact4.opmode	corpus-correlation	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	32	0	0	0	0	0	0	0	0	0	32	0	0	0	no
half_compact4.opsel	corpus-correlation	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	8	0	0	0	0	0	0	0	0	0	8	0	0	0	no
half_pack.b3	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	independently-confirmed	passed-own-gate	256	256	256	4384	228	0	0	0	0	0	0	29	4384	3	no
half_pack.dstlo	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	independently-confirmed	passed-own-gate	256	256	256	4384	228	0	0	0	0	0	0	29	4384	3	no
iadd2.addsub	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	2	256	1022	7725	256	1239	1283	112	0	0	n/a	39	6997	5	yes
iadd2.b2_fmt	single-template-inference	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	64	256	1022	7208	256	658	770	113	0	0	n/a	39	6662	4	yes
iadd2.srcB_imm	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	1022	7777	256	671	784	119	0	0	0	39	7262	3	yes
iadd2.srcB_reg_hi	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	128	255	128	1978	128	0	666	3	0	0	n/a	3	948	4	yes
ibfe.b2_bit0	single-template-inference	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	2	256	2554	7704	256	1688	384	64	1	0	n/a	209	7698	4	yes
ibfe.sign_ext	single-template-inference	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	2	256	2554	7730	256	1697	384	64	1	0	n/a	209	7710	5	yes
ibfe_mesh_attr.opdesc	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
ibfe_mesh_attr.operands	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	n/a (width=40 bits)	0	0	0	0	0	0	0	0	0	n/a	0	0	0	no
ibfe_mesh_attr.tail	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	n/a (width=24 bits)	0	0	0	0	0	0	0	0	0	n/a	0	0	0	no
ibfins.b10	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	never-promoted	256	256	256	1024	70	64	0	0	0	0	0	88	1024	2	yes
ibfins.b6hi	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	never-promoted	128	128	128	640	48	0	0	0	0	0	0	5	640	2	no
ibfins.b7	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	never-promoted	256	256	256	1344	2	0	260	64	0	0	0	33	1280	2	yes
ibfins.cache	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	2	2	2	10	2	0	0	0	0	0	0	1	10	2	no
ibfins.mask_hi	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	2	128	128	650	2	2	0	0	0	0	n/a	5	650	2	yes
ibfins.mask_imm	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	1280	256	496	0	0	0	0	0	3	1280	2	yes
ibfins.srcdesc	corpus-correlation	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	never-promoted	256	256	256	1035	32	0	0	0	0	0	0	32	1035	2	no
ibitcount.cache	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	2	2	2	59	2	2	0	0	0	0	0	2	59	12	yes
ibitcount.dst	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	2044	11657	156	2343	1352	64	0	0	0	32	11592	8	yes
icmp_pred.cond	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	256	256	256	538	20	1	5	5	0	0	0	10	512	1	yes
icmp_pred.neg	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	2	2	2	4	2	0	0	0	0	0	0	1	4	1	no
icmp_pred.opclass	corpus-correlation	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	512	138	0	0	0	0	0	0	2	512	1	no
icmp_pred.srcA	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	128	128	128	256	1	0	0	0	0	0	0	5	256	1	no
icmp_pred.srcB	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	536	2	5	5	5	0	0	0	10	512	1	yes
icmpsel.cache	tokenization-only	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	514	0	479	0	0	0	0	0	3	512	1	yes
icmpsel.cmpmode	corpus-correlation	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	512	0	416	0	0	0	0	0	7	512	1	yes
icmpsel.cond	corpus-correlation	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	512	0	256	0	0	0	0	0	9	512	1	yes
icmpsel.dst_full	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	544	0	534	0	0	0	0	0	2	544	1	yes
icmpsel.neg_lo	corpus-correlation	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	512	0	240	0	0	0	0	0	132	512	1	yes
icmpsel.sel_marker	tokenization-only	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	512	0	0	0	0	0	0	0	132	512	1	no
icmpsel.sel_operand	tokenization-only	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	547	0	290	31	21	0	0	0	5	512	1	yes
icmpsel.srcA	corpus-correlation	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	512	0	12	0	0	0	0	0	4	512	1	yes
icmpsel.tail	tokenization-only	ledger-verified	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	n/a (width=24 bits)	79	79	176	0	99	23	14	0	0	n/a	3	158	1	yes
if_push.scope	single-template-inference	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	13136	256	0	587	128	0	0	0	35	13136	7	yes
if_push_pred.level	tokenization-only	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	never-promoted	256	256	256	1280	16	0	57	37	6	0	0	2	1280	2	yes
if_push_pred.pred	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	passed-own-gate	16	0	0	0	0	0	0	0	0	0	16	0	0	0	no
if_push_pred.scope	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	256	256	256	768	256	0	0	0	0	0	0	1	768	1	no
ilogic.dst	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	16	256	4858	19818	256	5501	428	120	0	0	n/a	84	19818	3	yes
ilogic.lut_a_free	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	8	256	4858	20278	256	5534	252	120	0	0	n/a	84	20278	3	yes
ilogic.lut_a_sel	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	4	256	4858	20278	256	5534	252	120	0	0	n/a	84	20278	3	yes
ilogic.z6	single-template-inference	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	4858	20278	256	4910	249	120	0	0	0	84	20278	3	yes
ilogic.z8	single-template-inference	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	4858	20278	256	4910	249	120	0	0	0	84	20278	3	yes
ilogic.z9	single-template-inference	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	4858	20278	256	4910	249	120	0	0	0	84	20278	3	yes
imad.b11	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	570	256	0	0	0	0	0	0	1	570	2	no
imad.b1hi	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	128	128	128	308	128	0	0	0	0	0	0	1	308	2	no
imad.b2_bit0	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	2	2	2	8	2	0	0	0	0	0	0	1	8	2	no
imad.b2_fmt	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	64	64	64	182	64	0	0	0	0	0	0	1	182	2	no
imad.srcC_desc	corpus-correlation	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	never-promoted	256	256	256	6976	6	1160	3627	72	0	0	0	64	6911	2	yes
imad.store_en	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	2	2	2	16	2	0	0	0	0	0	0	2	16	2	no
imageblock_load.b4	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
imageblock_load.b6	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
imageblock_load.dst	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
imageblock_load.fmt	corpus-correlation	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
imageblock_load.slice_off	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	passed-own-gate	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
imageblock_load.tail	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	n/a (width=32 bits)	0	0	0	0	0	0	0	0	0	n/a	0	0	0	no
imageblock_store.b4	single-template-inference	geometry-mapped	inert in the tested envelope	unknown	G17P-direct	independently-confirmed	passed-own-gate	256	256	256	3072	256	0	0	0	0	0	0	1	1536	5	no
imageblock_store.slice_off	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	passed-own-gate	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
imageblock_store.src	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	independently-confirmed	passed-own-gate	256	257	256	2510	3	1378	27	3	1	0	n/a	25	1495	4	yes
int_alu_ehi.b5	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
int_alu_ehi.dst	corpus-correlation	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
int_alu_ehi.flags	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
int_alu_ehi.opmode	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
int_alu_ehi.srcB	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
int_alu_ehi.srcC	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
int_alu_ehi.srcdesc	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
irotate.operands	untested	ledger-verified	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	n/a (width=40 bits)	320	1276	12997	168	4685	792	79	0	0	n/a	180	12997	7	yes
isel10_c.cc	corpus-correlation	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	555	24	13	5	5	0	0	0	3	512	1	yes
isel10_c.cmpA	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	532	115	0	13	13	0	0	0	2	512	1	no
isel10_c.cmpB	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	537	20	1	10	10	0	0	0	3	512	1	yes
isel10_c.cmp_mode	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	555	20	124	19	18	0	0	0	7	512	1	yes
isel10_c.flags	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	256	256	256	556	96	3	14	14	0	0	0	3	512	1	yes
isel10_c.selFalse	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	256	256	256	1070	256	1	16	12	0	0	0	2	1024	1	yes
isel10_c.selFalse_file	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	256	256	256	1070	224	1	16	4	0	0	0	2	1024	1	yes
isel10_c.selTrue	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	530	138	3	5	5	0	0	0	3	512	1	yes
isel8.cmpA	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	1280	256	8	0	0	0	0	0	4	1280	2	yes
isel8.cmpB	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	1280	256	0	0	0	0	0	0	3	1280	2	no
isel_reg.cc	corpus-correlation	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	never-promoted	256	256	256	1280	32	288	0	0	0	0	0	10	1280	2	yes
isel_reg.cmpB	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	never-promoted	256	256	256	1280	3	0	0	0	0	0	0	8	1280	2	no
isel_reg.cmp_mode	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	never-promoted	256	256	256	1329	8	369	20	20	0	0	0	6	1280	2	yes
isel_reg8.cc	corpus-correlation	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	620	0	10	38	38	0	0	0	10	512	1	yes
isel_reg8.cmpA	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	527	0	0	5	5	0	0	0	3	512	1	no
isel_reg8.cmpB	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	552	0	2	20	20	0	0	0	4	512	1	yes
isel_reg8.cmp_mode	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	512	0	256	0	0	0	0	0	17	512	1	yes
isel_reg8.flags	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	580	0	6	26	26	0	0	0	7	512	1	yes
isel_reg8.selTrue	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	524	0	4	5	5	0	0	0	6	512	1	yes
ishift.pad9	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	570	256	0	0	0	0	0	0	1	570	2	no
ishift.src_cache	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	577	147	255	5	5	0	0	0	2	570	2	yes
iter.b9	single-template-inference	geometry-mapped	inert in the tested envelope	unknown	G17P-direct	independently-confirmed	passed-own-gate	256	256	256	5908	256	0	0	0	0	0	0	1	2324	12	no
iunary.b1	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	256	256	256	1040	1	0	392	192	0	0	0	27	1040	2	yes
iunary.opsel	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	256	256	256	1040	1	0	0	0	0	0	0	22	1040	2	no
jump.branch_ctrl	untested	geometry-mapped	accepted-inert among the legal values in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	1536	256	0	2	0	2	0	0	1	1536	2	yes
jump.link	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	256	256	256	768	256	0	0	0	0	0	0	1	768	1	no
jump.offset	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	passed-own-gate	n/a (width=48 bits)	0	0	0	0	0	0	0	0	0	n/a	0	0	0	no
jump_cond.cf_scope	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	2304	256	0	0	0	0	0	0	1	2304	2	no
jump_cond.offset	untested	ledger-verified	accepted-inert among the legal values in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	n/a (width=48 bits)	101	56	218	36	0	53	27	0	0	n/a	1	218	3	yes
jump_cond.reserved	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	2304	256	0	0	0	0	0	0	1	2304	2	no
link_save_restore.b3	untested	unverified	accepted-inert in the tested envelope	hypothesis	G16G-direct	incomplete	passed-own-gate	256	4	0	0	0	0	0	0	0	0	252	0	0	0	no
link_save_restore.dir_offset	untested	unverified	live in the tested envelope	hypothesis	G16G-direct	incomplete	passed-own-gate	65536	4	0	0	0	0	0	0	0	0	65532	0	0	0	no
link_save_restore.reserved7	untested	unverified	accepted-inert in the tested envelope	hypothesis	G16G-direct	incomplete	passed-own-gate	256	5	0	0	0	0	0	0	0	0	251	0	0	0	no
mask_op.mask_bank	corpus-correlation	geometry-mapped	inert in the tested envelope	unknown	G17P-direct	auditable	never-promoted	256	256	256	512	0	0	29	29	0	0	0	0	512	1	no
mask_op.scope_kind	single-template-inference	geometry-mapped	inert in the tested envelope	unknown	G17P-direct	auditable	never-promoted	256	256	256	512	0	0	69	69	0	0	0	0	512	1	no
matrix_mac.a_desc	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	passed-own-gate	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
matrix_mac.a_reg	untested	unverified	live in the tested envelope	bounded-map -- bounded-map at 1 substituted value in TWO independent experiments	G17P-direct	independently-confirmed	passed-own-gate	256	2	0	0	0	0	0	0	0	0	254	2	0	0	no
matrix_mac.acc_en	untested	ledger-verified via a composite/byte-position/legacy-named record	live in the tested envelope	bounded-map -- bounded-map at both encodable values, in TWO independent experiments	G16G-direct	independently-confirmed	passed-own-gate	2	128	128	256	0	0	0	0	0	0	n/a	4	256	0	no
matrix_mac.b11_rsv	untested	ledger-verified via a composite/byte-position/legacy-named record	live in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	32	128	128	256	0	0	0	0	0	0	n/a	4	256	0	no
matrix_mac.b_reg	untested	unverified	live in the tested envelope	bounded-map -- bounded-map	G17P-direct	independently-confirmed	passed-own-gate	256	2	0	0	0	0	0	0	0	0	254	3	0	0	no
matrix_mac.c_src	untested	unverified	live in the tested envelope	hypothesis -- hypothesis only -- the two experiments' substitutions were pre-registered as PROBES with no predicted value, and they disagree	G17P-direct	independently-confirmed	passed-own-gate	256	3	0	0	0	0	0	0	0	0	253	3	0	0	no
matrix_mac.dst	untested	ledger-verified via a composite/byte-position/legacy-named record	live in the tested envelope	hypothesis -- hypothesis	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	512	0	256	0	0	0	0	0	3	512	0	yes
matrix_mac.dst_desc_lo	untested	ledger-verified via a composite/byte-position/legacy-named record	live in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	64	256	256	512	0	256	0	0	0	0	n/a	3	512	0	yes
matrix_mac.dtype	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	passed-own-gate	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
matrix_mac.mode	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	passed-own-gate	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
matrix_mac.op_enable	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	passed-own-gate	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
matrix_mac.pad4	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	passed-own-gate	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
mem_fence.b5	corpus-correlation	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	514	256	0	0	0	0	0	0	1	514	1	no
mem_fence.memclass	corpus-correlation	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	514	256	0	0	0	0	0	0	1	514	1	no
mem_fence.sub	corpus-correlation	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	514	192	0	0	0	0	0	0	2	514	1	no
mem_fence8.mask	corpus-correlation	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
mem_fence8.tail	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	n/a (width=24 bits)	0	0	0	0	0	0	0	0	0	n/a	0	0	0	no
mesh_out_src.sel	tokenization-only	geometry-mapped	live in the tested envelope	unknown	G17P-direct	independently-confirmed	never-promoted	256	256	256	270	256	3	0	0	0	0	0	2	270	2	yes
n2_op10.immword	tokenization-only	ledger-verified via a composite/byte-position/legacy-named record	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	n/a (width=48 bits)	256	256	4894	0	32	429	0	0	0	n/a	74	4894	0	yes
n2_op10.opdesc	tokenization-only	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	780	189	1	11	11	0	0	0	8	780	1	yes
n2_op10.opsel	tokenization-only	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	974	4	64	352	206	0	0	0	56	974	1	yes
n2_op10.src	tokenization-only	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	256	256	256	774	254	1	5	5	0	0	0	3	774	1	yes
n2_op8.body	tokenization-only	ledger-verified via a composite/byte-position/legacy-named record	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	n/a (width=40 bits)	256	256	3891	0	816	99	0	0	0	n/a	14	3891	0	yes
n2_op8.dst	tokenization-only	geometry-mapped	live in the tested envelope	unknown	G16G-direct	auditable	never-promoted	16	16	16	55	2	0	7	7	0	0	0	3	55	1	no
n3_addr_prep.dst	corpus-correlation	unverified	not-dispatched	unknown	G16G-direct	incomplete	never-promoted	16	2	0	0	0	0	0	0	0	0	14	0	0	0	no
n3_addr_prep.op_variant	corpus-correlation	unverified	not-dispatched	unknown	G16G-direct	incomplete	never-promoted	256	3	0	0	0	0	0	0	0	0	253	0	0	0	no
n3_addr_prep.src_companion	corpus-correlation	unverified	not-dispatched	unknown	G16G-direct	incomplete	never-promoted	256	8	0	0	0	0	0	0	0	0	248	0	0	0	no
n3_addr_prep.src_reg	corpus-correlation	unverified	not-dispatched	unknown	G16G-direct	incomplete	never-promoted	256	6	0	0	0	0	0	0	0	0	250	0	0	0	no
n3_addr_prep.tail	single-template-inference	unverified	not-dispatched	unknown	G16G-direct	incomplete	never-promoted	n/a (width=40 bits)	2	0	0	0	0	0	0	0	0	n/a	0	0	0	no
n3_sample_read.b1	untested	geometry-mapped	carrier-undecidable	unknown	G16G-direct	auditable	passed-own-gate	256	256	256	512	256	0	0	0	0	0	0	1	512	1	no
n3_sample_read.b3	untested	geometry-mapped	carrier-undecidable	unknown	G16G-direct	auditable	passed-own-gate	256	256	256	512	256	0	0	0	0	0	0	1	512	1	no
