falu2i	imm_flag	hardware-run	G17P	EXP-0169|EXP-0190	RESTORED 2026-08-30: this row returns via the committed CITATION REPAIRS, not the indexer fix -- it buckets STABLE-LIVE under the defective index too. Its previous note claimed it was "inert on the ONE carrier that had detection power", which is FALSE: 512 common per-value keys at 100.00% cross-run agreement, 0 disagreements, 7 moved in each of two gated runs, all movement in the non-fault class.
falu2i	imm_mant	hardware-run	G17P	EXP-0169	moved on 1 of 1 ladder-passing carriers
falu2i	imm_sign	hardware-run	G17P	EXP-0169	moved on 1 of 1 ladder-passing carriers
falu2i	opsel	hardware-run	G17P	EXP-0169	moved on 1 of 1 ladder-passing carriers
falu2i	srcA_reg	hardware-run	G17P	EXP-0169	moved on 1 of 1 ladder-passing carriers
falu2i	srcA_size	hardware-run	G17P	EXP-0169	moved on 1 of 1 ladder-passing carriers
falu3	ctrl_len	hardware-run	M4	EXP-0138	60/64 pre-registered predictions REFUTED; the label rests on the observed value->behaviour map, which is complete and reproduced in both runs FIELD RENAME (EXP-0138 H-FALU3-LAYOUT, HW, 1809+2321 cases): db.json's old names put the destination in a source slot. byte0 high nibble is the DESTINATION; byte+1 is the FIRST source descriptor; byte+3 the SECOND; byte+5 the THIRD; byte+4 is a CONTROL byte whose low 2 bits are the 0x09-group LENGTH selector. Same bits, same sweep -- name only.
falu3	dst	hardware-run	M4	EXP-0138	2/16 pre-registered predictions REFUTED; the label rests on the observed value->behaviour map, which is complete and reproduced in both runs FIELD RENAME (EXP-0138 H-FALU3-LAYOUT, HW, 1809+2321 cases): db.json's old names put the destination in a source slot. byte0 high nibble is the DESTINATION; byte+1 is the FIRST source descriptor; byte+3 the SECOND; byte+5 the THIRD; byte+4 is a CONTROL byte whose low 2 bits are the 0x09-group LENGTH selector. Same bits, same sweep -- name only.
falu3	srcA	hardware-run	G17P	EXP-0154	carrier SYNTH+LIFTED:k_fma@falu3[56:64]; outcomes {'wrong_value': 251, 'ok': 2}; ok at {0x5, 0x85}
falu3	srcB	hardware-run	G17P	EXP-0160	carrier SYNTH+LIFTED:k_fma@falu3[56:64]; outcomes(seed set 1) {'wrong_value': 254, 'ok': 2}; anchor value 0x05; P1=True P2=True P3=True model=M1 MASK
falu3	srcC	hardware-run	G17P	EXP-0154	carrier SYNTH+LIFTED:k_fma@falu3[56:64]; outcomes {'wrong_value': 251, 'ok': 4}; ok at {0x8-0x9, 0x88-0x89}
falu3_ext	ctrl_len	hardware-run	M4	EXP-0138	60/64 pre-registered predictions REFUTED; the label rests on the observed value->behaviour map, which is complete and reproduced in both runs FIELD RENAME (EXP-0138 H-FALU3-LAYOUT, HW, 1809+2321 cases): db.json's old names put the destination in a source slot. byte0 high nibble is the DESTINATION; byte+1 is the FIRST source descriptor; byte+3 the SECOND; byte+5 the THIRD; byte+4 is a CONTROL byte whose low 2 bits are the 0x09-group LENGTH selector. Same bits, same sweep -- name only.
falu3_ext	dst	hardware-run	M4	EXP-0138	2/16 pre-registered predictions REFUTED; the label rests on the observed value->behaviour map, which is complete and reproduced in both runs FIELD RENAME (EXP-0138 H-FALU3-LAYOUT, HW, 1809+2321 cases): db.json's old names put the destination in a source slot. byte0 high nibble is the DESTINATION; byte+1 is the FIRST source descriptor; byte+3 the SECOND; byte+5 the THIRD; byte+4 is a CONTROL byte whose low 2 bits are the 0x09-group LENGTH selector. Same bits, same sweep -- name only.
falu3_ext	ext	isolated-byte-diff	M4	EXP-0138	sweep not dense over the encodable range
falu3_ext	srcA	hardware-run	G17P	EXP-0154	carrier SYNTH+LIFTED:k_sat_fma@falu3_ext[56:66]; outcomes {'wrong_value': 254, 'ok': 2}; ok at {0x5, 0x85}
falu3_ext	srcB	hardware-run	G17P	EXP-0160	carrier SYNTH+LIFTED:k_sat_fma@falu3_ext[56:66]; outcomes(seed set 1) {'wrong_value': 254, 'ok': 2}; anchor value 0x05; P1=True P2=True P3=False model=M1 MASK
falu3_ext	srcC	hardware-run	G17P	EXP-0154	carrier SYNTH+LIFTED:k_sat_fma@falu3_ext[56:66]; outcomes {'wrong_value': 252, 'ok': 4}; ok at {0x8-0x9, 0x88-0x89}
falu3_srcmod12	dst	hardware-run	G17P	EXP-0154	carrier SYNTH+LIFTED:k_fma_abs@falu3_srcmod12[56:68]; outcomes {'ok': 1, 'wrong_value': 11, 'silent_zero': 2}; ok at {0x0}
falu3_srcmod12	ext_srcmod	isolated-byte-diff	M4	EXP-0138	sweep not dense over the encodable range
falu3_srcmod12	mod_hi	hardware-run	M4	EXP-0138	14/16 pre-registered predictions REFUTED; the label rests on the observed value->behaviour map, which is complete and reproduced in both runs
falu3_srcmod12	mod_lo	hardware-run	G17P	EXP-0154	carrier SYNTH+LIFTED:k_fma_abs@falu3_srcmod12[56:68]; outcomes {'ok': 2, 'wrong_value': 6}; ok at {0x0-0x1}
falu3_srcmod12	srcA_reg	hardware-run	G17P	EXP-0154	carrier SYNTH+LIFTED:k_fma_abs@falu3_srcmod12[56:68]; outcomes {'ok': 2, 'wrong_value': 24}; ok at {0x0, 0x40}
falu3_srcmod12	srcA_size	hardware-run	G17P	EXP-0154	carrier SYNTH+LIFTED:k_fma_abs@falu3_srcmod12[56:68]; outcomes {'wrong_value': 1, 'ok': 1}; ok at {0x1}
falu3_srcmod12	srcB_imm	hardware-run	G17P	EXP-0154	carrier SYNTH+LIFTED:k_fma_abs@falu3_srcmod12[56:68]; outcomes {'wrong_value': 1, 'ok': 1}; ok at {0x1}
falu3_srcmod12	srcB_neg	hardware-run	G17P	EXP-0154	carrier SYNTH+LIFTED:k_fma_abs@falu3_srcmod12[56:68]; outcomes {'wrong_value': 1, 'ok': 1}; ok at {0x1}
falu3_srcmod12	srcB_reg	hardware-run	G17P	EXP-0154	carrier SYNTH+LIFTED:k_fma_abs@falu3_srcmod12[56:68]; outcomes {'wrong_value': 25, 'ok': 1}; ok at {0x2}
falu3_srcmod12	srcB_size	hardware-run	G17P	EXP-0154	carrier SYNTH+LIFTED:k_fma_abs@falu3_srcmod12[56:68]; outcomes {'wrong_value': 1, 'ok': 1}; ok at {0x1}
falu_acc	cache	hardware-run	G17P	EXP-0168	100.000% agreement over 28 shared values, 28 moved vs 0 disagreements (infx), ladder and falsifier passed in every run
falu_acc	dst	hardware-run	G17P	EXP-0154	carrier SYNTH+LIFTED:k_sum@falu_acc[252:256]; outcomes {'ok': 1, 'wrong_value': 12, 'silent_zero': 1}; ok at {0x0}
falu_acc	op	hardware-run	G17P	EXP-0154	carrier SYNTH+LIFTED:k_sum@falu_acc[252:256]; outcomes {'ok': 1, 'wrong_value': 1}; ok at {0x0}
falu_acc	srcA	hardware-run	G17P	EXP-0154	carrier SYNTH+LIFTED:k_sum@falu_acc[252:256]; outcomes {'wrong_value': 254, 'ok': 2}; ok at {0x1, 0x81}
falu_acc	srcB	hardware-run	G17P	EXP-0154	carrier SYNTH+LIFTED:k_sum@falu_acc[252:256]; outcomes {'wrong_value': 251, 'ok': 2}; ok at {0x17, 0x97}
falu_srcmod12b	ctrl	hardware-run	M4	EXP-0089|EXP-0119|EXP-0138-m4-emit-falu	The hang requires the loop context. One negative data point, not an exhaustive sweep of the interaction space. | EXP-0189 citation repair: the records supporting this row live in EXP-0138-m4-emit-falu; the original citation EXP-0119, EXP-0089 has no per-value records for it. Both are kept -- the stale one is where the claim came from, the new one is where the evidence is.
falu_srcmod12b	dst	hardware-run	M4	EXP-0138	2/16 pre-registered predictions REFUTED; the label rests on the observed value->behaviour map, which is complete and reproduced in both runs
falu_srcmod12b	opsel	hardware-run	M4	EXP-0119|EXP-0138-m4-emit-falu	A field this project's own tooling modelled as an innocuous `mod` byte is, for at least one value, an out-of-spec encoding with a blast radius WIDER than the instruction's own operands. | EXP-0189 citation repair: the records supporting this row live in EXP-0138-m4-emit-falu; the original citation EXP-0119 has no per-value records for it. Both are kept -- the stale one is where the claim came from, the new one is where the evidence is.
frag_color_pack	dst	hardware-run	G17P	EXP-0168	An emitter MUST keep this field below 0xC0.
frag_color_pack	src_present_mask	hardware-run	A18	EXP-0168-g17p-dst-resweep|EXP-M4-14	RETRACTION: the 24-bit fmt_word is NOT an inert attachment-format constant. byte+7 == 0xff hard-faults the GPU. | EXP-0189 citation repair: the records supporting this row live in EXP-0168-g17p-dst-resweep; the original citation EXP-M4-14 has no per-value records for it. Both are kept -- the stale one is where the claim came from, the new one is where the evidence is.
frag_color_store	flags	hardware-run	G17P	EXP-0155	[orchestrator: representative arm re-pointed from fcs@iter0 to fcs@pack0, where the field is demonstrably live (128/128 of 256 moved, 100.0% cross-run agreement); the original arm showed it inert.]
frag_color_store	rt_index	isolated-byte-diff	A18	EXP-0029|EXP-0163-g17p-inert-liveness	EXP-0189 citation repair: the records supporting this row live in EXP-0163-g17p-inert-liveness; the original citation EXP-0029 has no per-value records for it. Both are kept -- the stale one is where the claim came from, the new one is where the evidence is.
frag_color_store	src	isolated-byte-diff	A18	EXP-0029|EXP-0163-g17p-inert-liveness	EXP-0189 citation repair: the records supporting this row live in EXP-0163-g17p-inert-liveness; the original citation EXP-0029 has no per-value records for it. Both are kept -- the stale one is where the claim came from, the new one is where the evidence is.
frame_marker_compact	b1	hardware-run	G17P	EXP-0172	LIVE: 152 of 256 values change the observation, identically in run01 and run03. b1 = 0x00 is the 4-byte spill_frame_marker, a different instruction. HAZARD: b1 = 3 and b1 = 7 hang the device on four of five carriers.
fspecial	dst	hardware-run	G17P	EXP-0161|EXP-0165	NAME MOVED BY DEF-0161-1: byte+3 is the DESTINATION register, packed reg = v >> 1. Accept rule (the values that leave the result where the baseline put it) is exactly (v & 0xFE) == 0x00 -- an exhaustive search over all 256 candidate masks returns that one and no other. Destination map from the 16-register dump: 28/28 fit, 0 misfits, in BOTH gated runs (v = 0..29 -> r0..r14; v = 12/13 write r6, whose seed already equals rsqrt(seed[r0]), so the write is invisible -- a seed aliasing artefact, not a misfit). 20/20 GENERATED `r_i = rsqrt(r_j)` encodings pass. Bit 0 is HW-tested don't-care and is NOT the project-standard is32 bit (the compiler's own f32 rsqrt encodes byte+3 = 0x00). v >= 192 names r96+, outside the 96-GPR file: 45 of those 64 values gave a genuine kIOGPUCommandBufferCallbackErrorHang, 19 were only ever observed as innocent victims, and none ever worked. NEVER EMIT v >= 192. (EXP-0165 analysis/rederive_def1_fspecial.py, def1_summary.py, rederive_gen03.py.)
fspecial	fn_hi	hardware-run	G17P	EXP-0161|EXP-0165	POSITION UNCHANGED. HW-CONFIRMED BY COMPUTED VALUE on G17P: with all other bytes held, fn_hi=0 computes log2 and fn_hi=1 computes exp2 at fnclass 2 -- so the enum is confirmed by the value the SFU produced, not by a byte pattern.
fspecial	fnclass	hardware-run	G17P	EXP-0161|EXP-0165	POSITION UNCHANGED. Map measured BY COMPUTED VALUE. fn_hi=1 (0xaf): class&3 = 1 -> rsqrt, 2 -> exp2, 3 -> rsqrt, 0 -> +inf for every input. fn_hi=0 (0x2f): 0 -> rint, 1 -> rsqrt, 2 -> log2, 3 -> NaN for 11 of 12 positive-finite inputs. Bit 3 is a DON'T-CARE (v and v+8 identical in all 8 pairs, three carriers). Bit 2 is NOT: live at class&3 = 0 on both datapaths (4/12 store nothing) and at class&3 = 1 on 0x2f (5/13 FAULT); inert elsewhere. This CORRECTS EXP-0161's db_defects DEF-0161-3, which generalised 'only the low two bits are live' from the 0xaf carrier alone (EXP-0165 analysis/rederive_def3_fnclass.py).
fspecial	fnsel	hardware-run	G17P	EXP-0161|EXP-0165	POSITION UNCHANGED. Accepted set fits (v & 0x99) == 0x90, 16 of 256, IDENTICAL in all three carriers.
fspecial	precsel	hardware-run	G17P	EXP-0161|EXP-0165	POSITION UNCHANGED. (v & 0x64) == 0x40, 32 of 256, in the two natural carriers; the synthesized carrier is looser ((v & 0x60) == 0x40, bit 2 don't-care, 64 of 256). Emit the tighter rule.
fspecial	roundmode	hardware-run	G17P	EXP-0161|EXP-0165	POSITION UNCHANGED. DEF-0161-4, re-derived in EXP-0165 with an explicit math.isnan test rather than a tolerance compare: on the rsqrt (0xaf) and log2 (0x2f) datapaths byte+8 has exactly ONE live bit -- bit 0 -- and setting it returns NaN in ALL 12 output lanes for EVERY input. 128/128 odd values all-NaN and 128/128 even values bit-matching the baseline, in two carriers x two gated runs, with no exceptions. **DO NOT EMIT bit 0.** The 0/2/4/6 round-mode enum is a claim about the DIRECT ROUND family only; on these two datapaths 2/4/6 are indistinguishable from 0, and the round-family arm (D4_FSPEC_FLOOR) was built but never run.
fspecial	sched_flag	hardware-run	G17P	EXP-0161|EXP-0165	POSITION UNCHANGED. HW-TESTED INERT over the whole exercised range: every value reproduces the unmutated result exactly. All 256 values accepted in both carriers. Role UNKNOWN -- any value is safe, but do not synthesize a meaning for it.
fspecial	src	hardware-run	G17P	EXP-0161|EXP-0165	NAME MOVED BY DEF-0161-1: byte+5 is the SOURCE register, packed reg = v >> 2 (bits 0-1 don't-care). Accept rule is exactly (v & 0xFC) == 0x00, the unique separating mask over all 256 candidates. Source map from the 16-register dump: 60/60 fit, 0 misfits, in BOTH gated runs (v = 0..59 -> r0..r14), each source identified twice over -- the computed rsqrt matches that register's seed AND that register is released to zero (56/56 where src != dst). Reaches r0..r63; r15..r63 executed without fault but are unverifiable in this carrier. 20/20 GENERATED encodings pass.
fspecial	src_cache	hardware-run	G17P	EXP-0161|EXP-0165	POSITION UNCHANGED. CARRIER-DEPENDENT: accepted set is (v & 0x02) == 0x02 (128 of 256) in D_FSPEC_INPLACE, where the operand comes straight from a device_load, and fully inert (256 of 256) in D3_FSPEC_SYNTH. Do not assume inert.
fspecial	src_class	hardware-run	G17P	EXP-0161|EXP-0165	POSITION UNCHANGED. Accepted set fits (v & 0x02) == 0x02, 128 of 256, identically in both carriers: exactly one live bit, and clearing it makes the instruction silently write zero.
fspecial	src_ext	hardware-run	G17P	EXP-0161|EXP-0165	NAME MOVED BY DEF-0161-1. This entry now labels byte+1's high nibble, which db.json called `dst` until EXP-0165. HW-TESTED INERT over the whole exercised range: every value reproduces the unmutated result exactly. All 16 values give a 16-register dump byte-identical to the baseline in both gated runs, and the result always lands in the same register, so this nibble is NOT the destination and NOT a source extension. The name is historical: a db.json field cannot be renamed without editing validation.json in the same commit. An emitter may write any value; 0 is what the compiler writes.
fspecial_est	b4	isolated-byte-diff	G17P	EXP-0161	PASSED THROUGH from EXP-0161 unchanged. E2_FSPEC_EST_RCP: accepted set fits (v & 0x03) == 0x00 (62 of 66 values) | E_FSPEC_EST: accepted set fits (v & 0x03) == 0x00 (64 of 256 values).
fspecial_est	b5	hardware-run	G17P	EXP-0161	PASSED THROUGH from EXP-0161 unchanged. Accepted set fits (v & 0xE0) == 0xC0 in both carriers (24 of 203 / 32 of 256).
fspecial_est	dst	hardware-run	G17P	EXP-0161	PASSED THROUGH from EXP-0161 unchanged; the fspecial_est descriptor is untouched by the EXP-0165 repair and EXP-0165 did not re-derive it.
fspecial_est	subop	hardware-run	G17P	EXP-0138-m4-emit-falu|EXP-0154-g17p-emit-alu|EXP-0161-g17p-carry-fspecial|EXP-0171	MOVED 255 of 256 on SYNTH:k_rsqrt@fspecial_est+18; cross-run agreement 1.0000 (256 agree / 0 disagree); 2 admitted carriers [FRAME,SYNTH | k_rsqrt]; accept-set size 1 = [15]; outcomes {"ok": 1, "silent_zero": 124, "wrong_value": 131} CAVEAT (EXP-0166 6.2): a SINGLETON accept-set establishes 'every other value breaks THIS carrier', NOT an operand/sub-op map -- and for a sub-op selector a non-ok outcome may simply mean 'a different function', not 'invalid'. | EXP-0189 citation repair: the records supporting this row live in EXP-0138-m4-emit-falu, EXP-0154-g17p-emit-alu, EXP-0161-g17p-carry-fspecial; the original citation EXP-0171 has no per-value records for it. Both are kept -- the stale one is where the claim came from, the new one is where the evidence is.
get_sr	dst	hardware-run	G17P	EXP-0168	100.000% agreement over 16 shared values, 15 moved vs 0 disagreements (infx), ladder and falsifier passed in every run
h_alu_hi	dst	hardware-run	G17P	EXP-0156	102 values reclassified `no_store` (EXP-0140 §8 rule: invalid_run in BOTH gated runs with every trial STATUS OK); half classification {'both': 103, 'hi_changed': 92, 'neither': 1, 'no_store': 60} (cross-run agree=False)
h_alu_hi	opflags	hardware-run	G17P	EXP-0156	96 values reclassified `no_store` (EXP-0140 §8 rule: invalid_run in BOTH gated runs with every trial STATUS OK); half classification {'hi_changed': 240, 'neither': 16} (cross-run agree=True)
h_alu_hi	opsel	hardware-run	G17P	EXP-0156	96 values reclassified `no_store` (EXP-0140 §8 rule: invalid_run in BOTH gated runs with every trial STATUS OK); half classification {'hi_changed': 240, 'neither': 16} (cross-run agree=True)
h_alu_hi	srcA	hardware-run	G17P	EXP-0156	half classification {'both': 4, 'hi_changed': 250, 'neither': 2} (cross-run agree=True)
h_alu_hi	srcB	hardware-run	G17P	EXP-0156	half classification {'both': 4, 'hi_changed': 250, 'neither': 2} (cross-run agree=True)
h_coord_hi	ctrl	hardware-run	G17P	EXP-0157	accepted set: (value & 0xff) == 0x04 | outcomes not_written=128, ok=1, silent_zero=36, wrong_value=90 | carrier h3mix, anchor +60, 2 agreeing captures (gate RSH)  ALSO: accepted set: (value & 0x7b) == 0x00 | outcomes fault=62, not_written=24, ok=3, silent_zero=36, wrong_value=84 | carrier h4fma, anchor +52, 2 agreeing captures (gate RSH)
h_coord_hi	dst	hardware-run	G17P	EXP-0157	outcomes not_written=1, silent_zero=14 | carrier h3mix, anchor +60, 2 agreeing captures (gate RSH)  ALSO: outcomes not_written=1, silent_zero=14 | carrier h4fma, anchor +52, 2 agreeing captures (gate RSH)
h_coord_hi	mods	hardware-run	G17P	EXP-0157	accepted set: (value & 0xff) == 0x01 | outcomes ok=1, wrong_value=254 | carrier h3mix, anchor +60, 2 agreeing captures (gate RSH)  ALSO: accepted set: (value & 0xff) == 0x88 | outcomes ok=1, silent_zero=12, wrong_value=242 | carrier h4fma, anchor +52, 2 agreeing captures (gate RSH)
h_coord_hi	opsel	hardware-run	G17P	EXP-0157	accepted set: (value & 0xd7) == 0x06 | outcomes not_written=160, ok=3, silent_zero=80, wrong_value=12 | carrier h3mix, anchor +60, 2 agreeing captures (gate RSH) | byte+2 op-select. (v & 0xd7) == 0x06 in BOTH half carriers -- the one cross-carrier constant in this instruction. Faults on 76-80 of 256 values.  ALSO: accepted set: (value & 0xd7) == 0x06 | outcomes fault=79, not_written=1, ok=3, silent_zero=87, wrong_value=4 | carrier h4fma, anchor +52, 2 agreeing captures (gate RSH) | byte+2 op-select. (v & 0xd7) == 0x06 in BOTH half carriers -- the one cross-carrier constant in this instruction. Faults on 76-80 of 256 values.
h_coord_hi	srcA	hardware-run	G17P	EXP-0157	accepted set: (value & 0xff) == 0x86 | outcomes ok=1, silent_zero=4, wrong_value=250 | carrier h3mix, anchor +60, 2 agreeing captures (gate RSH) | A real source-register field: 240 of 255 values return a DIFFERENT non-zero result. Only the compiler's own value (up to bit 7) reproduces the oracle, so it is pinned in this carrier.  ALSO: accepted set: (value & 0xff) == 0x87 | outcomes ok=1, silent_zero=14, wrong_value=240 | carrier h4fma, anchor +52, 2 agreeing captures (gate RSH) | A real source-register field: 240 of 255 values return a DIFFERENT non-zero result. Only the compiler's own value (up to bit 7) reproduces the oracle, so it is pinned in this carrier.
h_coord_hi	srcB	hardware-run	G17P	EXP-0157	accepted set: (value & 0xff) == 0x02 | outcomes ok=1, wrong_value=254 | carrier h3mix, anchor +60, 2 agreeing captures (gate RSH) | Same shape as srcA: 254 of 255 values return a different result.  ALSO: accepted set: (value & 0xff) == 0x04 | outcomes ok=1, wrong_value=254 | carrier h4fma, anchor +52, 2 agreeing captures (gate RSH) | Same shape as srcA: 254 of 255 values return a different result.
h_coord_hi_ext	dst	hardware-run	G17P	EXP-0157	outcomes not_written=1, silent_zero=14 | carrier h3mix, anchor +40, 2 agreeing captures (gate RSH)
h_coord_hi_ext	opsel	hardware-run	G17P	EXP-0157	accepted set: (value & 0xff) == 0x06 | outcomes ok=1, silent_zero=236, wrong_value=18 | carrier h3mix, anchor +40, 2 agreeing captures (gate RSH)
h_coord_hi_ext	srcA	hardware-run	G17P	EXP-0157	accepted set: (value & 0xff) == 0x00 | outcomes ok=1, wrong_value=254 | carrier h3mix, anchor +40, 2 agreeing captures (gate RSH)
h_coord_hi_ext	srcC	hardware-run	G17P	EXP-0157	accepted set: (value & 0xff) == 0x83 | outcomes ok=1, wrong_value=252 | carrier h3mix, anchor +40, 2 agreeing captures (gate RSH)
half_alu	ctrl	hardware-run	G17P	EXP-0169|EXP-0183	RENAMED FROM `srcB`, span unchanged (bits 32..39). The label and counts are EXP-0169's. The NAME changed because the operand role is REFUTED: EXP-0180's seed instructions carry byte+4 = 0x00 = h0 = r0's LOW half, which is non-zero in all 32,670 observed pre-vectors, and the observed result is exactly fp16(h[byte+1] + h[byte+3]) in 228,690 checks per run with zero mismatches -- byte+4 does not enter the arithmetic. Its low two bits are the measured LENGTH selector.
half_alu	dst	hardware-run	G17P	EXP-0138-m4-emit-falu|EXP-0180|EXP-0183	MOVED: bits 8..15 -> bits 4..7 (DEF-0180-1). The old row described byte+1, which is a SOURCE; its evidence is carried over to the new `srcA` row below, NOT to this one. COUNT CAVEAT, stated so the owner can choose: the 16-of-16 figure is from the DSTNIB arm, which varied this same byte0 on an 8-byte instance of the family; only 14 of 16 were dispatched in the 6-byte form itself. A conservative owner may prefer 14/14/16, which would set the THIN flag. | EXP-0189 citation repair: the records supporting this row live in EXP-0138-m4-emit-falu; the original citation EXP-0180, EXP-0183 has no per-value records for it. Both are kept -- the stale one is where the claim came from, the new one is where the evidence is.
half_alu	opflags	hardware-run	G17P	EXP-0169	moved on 1 of 1 ladder-passing carriers
half_alu	opsel	hardware-run	G17P	EXP-0169	moved on 1 of 1 ladder-passing carriers
half_alu	srcA	hardware-run	G17P	EXP-0169|EXP-0180|EXP-0183	RENAMED + RE-ROLED, span unchanged (bits 8..15). This is the row formerly filed as `half_alu.dst`; byte+1 is a SOURCE half-register descriptor h=(reg<<1)|is_high, not the destination. Its `untested` label was a DEFERRAL ('another experiment owns this field's verdict -> EXP-0168'), and EXP-0168's committed field_verdicts.json contains no such row, so the ruling was never made. Re-derived from EXP-0169's raw by EXP-0183.
half_alu	srcB	hardware-run	G17P	EXP-0169|EXP-0183	RENAMED, span unchanged (bits 24..31). This is the row formerly filed as `half_alu.srcA`; the name `srcA` moved to byte+1 to match the low-nibble-8 sibling `h_alu_hi`. Evidence and label are EXP-0169's, unchanged.
half_alu	src_modifier	hardware-run	G17P	EXP-0169	unchanged span; start/width added so merge_verdicts' DEF-0166-2 span guard can see this row.
half_alu_ext8	b4	isolated-byte-diff	G17P	EXP-0180|EXP-0183	RENAMED FROM `srcB_desc`, span unchanged (bits 32..39), and its RANGE TEXT WITHDRAWN. The committed text -- '0x01 required in the add+saturate instance; carries the fma srcA-negate (byte+7 0xc0 -> 0xc8)' -- is refuted twice over: '0x01 required' is a LENGTH requirement, and byte+7 is a different field entirely (DEF-0180-6, citation defect).
half_alu_ext8	b7_hi	hardware-run	G17P	EXP-0180|EXP-0183	RENAMED FROM `op_valid_marker`, span unchanged (bit 63), and its ENUM DELETED. The committed claim -- 'every byte+7 value without bit7 set nulls the op; required op-valid marker' -- is REFUTED. The op IS nullable from byte+7, but by instruction bit 60 (b7_mid bit 2), not bit 63.
half_alu_ext8	b7_mid	hardware-run	G17P	EXP-0180|EXP-0183	RANGE TEXT EXTENDED with the op-nulling rule. This is the control that `op_valid_marker` (bit 63) was wrongly believed to be.
half_alu_ext8	dst	hardware-run	G17P	EXP-0180|EXP-0183	MOVED: bits 8..15 -> bits 4..7 (DEF-0180-1). The old `dst` row's evidence describes byte+1 and is carried to `srcA`.
half_alu_ext8	mul_suppress	hardware-run	G17P	EXP-0180|EXP-0183	RENAMED FROM `saturate`, span unchanged (bit 57), and its ENUM DELETED. The committed enum -- '1 = output-clamp/saturate ON (clamps to [0,1])' -- is REFUTED at value level: a clamp to [0,1] cannot change 0.125, and this bit changes it to 0.46875. The bit suppresses the multiply term of the fma.
half_alu_ext8	opflags	hardware-run	G17P	EXP-0180|EXP-0183	range text extended with the measured fault wall.
half_alu_ext8	opsel	isolated-byte-diff	G17P	EXP-0180|EXP-0183	ENCODABLE RANGE CORRECTED from 8 to 3 (DEF-0180-2, re-derived EXP-0183 over the measured 32-cell length map).
half_alu_ext8	rsv6	hardware-run	G17P	EXP-0180|EXP-0183	RANGE TEXT WITHDRAWN AND REPLACED. The committed text -- 'byte+6 swept 0x00..0xc0, every value kept the result, fully INERT/reserved' (EXP-M4-14, which has no committed raw tree at all) -- is REFUTED. Its role is UNKNOWN; it reads inert only on the E8_ADD arm, whose base writes nothing at all and which therefore has no detection power.
half_alu_ext8	srcA	hardware-run	G17P	EXP-0180|EXP-0183	RENAMED + RE-ROLED, span unchanged (bits 8..15). Formerly `half_alu_ext8.dst`; byte+1 is a SOURCE, not the destination.
half_alu_ext8	srcB	hardware-run	G17P	EXP-0180|EXP-0183	RENAMED FROM `srcA`, span unchanged (bits 24..31). Label and counts are EXP-0180's, unchanged; only the name moved, because byte+1 took the name `srcA` to match `h_alu_hi`.
half_alu_ext8	srcC	hardware-run	G17P	EXP-0180|EXP-0183	RENAMED FROM `b5`, span unchanged (bits 40..47), and RETYPED mod -> reg. The committed text 'largely inert (bits3/4 null in this instance)' is withdrawn.
half_alu_fma12	opsel	isolated-byte-diff	G17P	EXP-0180|EXP-0183	ENCODABLE RANGE CORRECTED from 8 to 1. NOT folded into `match` even though one legal value normally means it should be (falu2_uni.uni_mode, EXP-0175): folding [16,3,6] MEASURABLY REGRESSES the corpus -- 841 -> 835 clean files, +748 leftover bytes, half_alu_fma12 firings 7 -> 0. That is the same G17P-measurement-versus-M4-corpus disagreement EXP-0182 measured for the length rule, and it sits inside EXP-0180's own stated bound. The folded variant is committed as EXP-0183 work/cand_final_plus_fold; the decision is the db owner's.
half_alu_fma12	srcA	hardware-run	G17P	EXP-0180|EXP-0183	RENAMED + RE-ROLED, span unchanged (bits 8..15). Formerly `half_alu_fma12.dst`.
half_alu_fma12	srcB	hardware-run	G17P	EXP-0180|EXP-0183	RENAMED FROM `srcA`, span unchanged (bits 24..31).
half_pack	src	hardware-run	G17P	EXP-0160	carrier SYNTH+LIFTED:k_half2@half_pack[32:42]; outcomes(seed set 1) {'ok': 224, 'wrong_value': 8, 'silent_zero': 24}; anchor value 0x18; P1=True P2=True P3=True model=M2 CLASS TABLE
hminmax	dst	hardware-run	G17P	EXP-0156	148 values reclassified `no_store` (EXP-0140 §8 rule: invalid_run in BOTH gated runs with every trial STATUS OK)
iadd2	b2_bit0	hardware-run	G17P	EXP-0154	carrier SYNTH+LIFTED:k_u32add@iadd2[32:42]; outcomes {'ok': 2}; ok at {0x0-0x1}
iadd2	lenbit	hardware-run	M4	EXP-0139	reproducibly FAULT (5/5 attempts, healthy baselines) at 1 values: 0
iadd2	opc_tail	hardware-run	M4	EXP-0146|EXP-0166	64-bit form only, carrier `k_u64sub` (`1f 01 56 00 02 08 00 50 17 05`). Dense 0..255, both gated runs agreeing on every value. Accept-set is exactly the 64 values with (v & 0x11) == 0x11; the other 192 give 16 silent zeros and 176 wrong values. This is a SECOND carrier for a field EXP-0139 established on the 32-bit form, and the accept-set is carrier-scoped: do not read it as a global rule.
iadd2	opc_tail2	hardware-run	M4	EXP-0146|EXP-0166	64-bit form only, carrier `k_u64sub`. Dense 0..255, both gated runs agreeing on every value. Accept-set is exactly the 64 values with (v & 0x05) == 0x05; the other 192 all return a wrong value (no silent zeros). Second carrier for EXP-0139's 32-bit result; the accept-set is carrier-scoped.
